<<<<<<< HEAD
,Article identifier (PMID),DrugProt relation,Interactor argument 1,Interactor argument 2
10656,17125913,5,T6,T18
10657,17125913,5,T8,T18
10658,17125913,5,T6,T23
10659,17125913,5,T8,T23
10660,17125913,6,T7,T31
10661,17125913,0,T9,T34
10662,17125913,0,T9,T35
10663,17125913,7,T10,T39
10664,17125913,7,T10,T40
10665,17125913,7,T10,T41
10666,17125913,0,T1,T14
10667,17125913,0,T1,T16
10668,17125913,0,T1,T17
10669,17125913,0,T1,T19
10670,17125913,0,T1,T20
10671,17125913,0,T1,T21
10672,25802231,8,T1,T16
10673,25802231,8,T3,T16
10674,25802231,8,T1,T11
10675,25802231,8,T3,T11
10676,25802231,6,T1,T13
10677,25802231,6,T3,T13
10678,25802231,8,T1,T14
10679,2857786,8,T1,T20
10680,2857786,4,T1,T18
10681,2857786,8,T14,T21
10682,2857786,8,T15,T19
10683,2857786,4,T15,T19
10684,2857786,1,T2,T17
10685,2857786,8,T15,T17
10686,15126366,5,T9,T28
10687,15126366,5,T9,T29
10688,15126366,5,T11,T30
10689,15126366,5,T11,T31
10690,15126366,5,T18,T34
10691,15126366,5,T19,T34
10692,15126366,5,T20,T35
10693,15126366,5,T21,T35
10694,15126366,7,T22,T36
10695,15126366,7,T22,T24
10696,15126366,7,T2,T36
10697,15126366,7,T2,T24
10698,15126366,5,T5,T26
10699,15126366,5,T4,T26
10700,15126366,0,T6,T27
10701,15126366,0,T7,T27
10702,15126366,5,T4,T25
10703,15126366,5,T5,T25
10704,7828655,4,T11,T40
10705,7828655,4,T12,T40
10706,7828655,4,T11,T39
10707,7828655,4,T12,T39
10708,7828655,4,T14,T41
10709,7828655,8,T21,T48
10710,7828655,8,T21,T49
10711,7828655,7,T21,T50
10712,7828655,8,T25,T52
10713,7828655,7,T25,T32
10714,10698696,10,T4,T6
10715,10698696,10,T2,T6
10716,10698696,10,T3,T6
10717,10698696,10,T4,T13
10718,10698696,10,T2,T13
10719,10698696,10,T3,T13
10720,23144001,5,T2,T7
10721,23466229,8,T6,T10
10722,23466229,8,T4,T7
10723,23466229,8,T5,T10
10724,23466229,8,T1,T8
10725,23466229,8,T2,T8
10726,23200253,4,T2,T6
10727,23200253,4,T1,T6
10728,23200253,4,T3,T7
10729,1929324,10,T23,T30
10730,1929324,10,T23,T31
10731,1929324,10,T24,T30
10732,1929324,10,T24,T31
10733,1929324,10,T25,T30
10734,1929324,10,T25,T31
10735,8666140,9,T2,T22
10736,8666140,9,T2,T19
10737,8666140,9,T3,T22
10738,8666140,9,T3,T19
10739,8666140,7,T4,T25
10740,8666140,7,T4,T26
10741,8666140,9,T1,T10
10742,8666140,9,T1,T11
10743,8666140,9,T1,T12
10744,11553608,9,T13,T29
10745,11553608,9,T12,T31
10746,11553608,5,T14,T34
10747,11553608,5,T15,T34
10748,11553608,11,T1,T35
10749,11553608,9,T6,T29
10750,11553608,9,T7,T27
10751,11553608,9,T7,T28
10752,11553608,9,T11,T31
10753,11018726,9,T11,T15
10754,11018726,5,T12,T15
10755,11018726,9,T1,T14
10756,11018726,9,T10,T14
10757,23315644,11,T1,T7
10758,23315644,11,T2,T7
10759,23292752,8,T1,T23
10760,23292752,8,T2,T23
10761,23292752,8,T1,T24
10762,23292752,8,T2,T24
10763,23292752,8,T1,T25
10764,23292752,8,T2,T25
10765,23292752,8,T5,T31
10766,23292752,4,T6,T32
10767,23292752,8,T10,T33
10768,23292752,8,T10,T34
10769,23292752,8,T10,T35
10770,23292752,8,T11,T36
10771,12358053,10,T2,T15
10772,12358053,8,T3,T17
10773,12358053,10,T4,T17
10774,12358053,8,T5,T18
10775,12358053,10,T1,T12
10776,23535185,6,T12,T19
10777,23535185,6,T12,T20
10778,23535185,6,T12,T21
10779,23535185,6,T12,T22
10780,23535185,6,T12,T23
10781,23535185,6,T12,T24
10782,23535185,6,T13,T25
10783,23535185,6,T15,T33
10784,23535185,6,T3,T18
10785,17521299,8,T17,T20
10786,17521299,8,T17,T21
10787,17521299,8,T3,T22
10788,17521299,8,T4,T23
10789,6703688,11,T11,T25
10790,6703688,11,T11,T26
10791,6703688,11,T14,T32
10792,6703688,11,T16,T34
10793,6703688,11,T16,T20
10794,16702329,5,T9,T33
10795,16702329,5,T9,T34
10796,16702329,4,T3,T17
10797,16702329,7,T3,T18
10798,16702329,5,T4,T24
10799,16702329,5,T4,T25
10800,11350858,8,T3,T22
10801,11350858,8,T4,T22
10802,11350858,0,T5,T24
10803,11350858,0,T5,T25
10804,11350858,0,T8,T30
10805,10614682,8,T12,T23
10806,10614682,8,T13,T23
10807,10614682,8,T14,T24
10808,12545203,8,T3,T14
10809,12545203,7,T3,T15
10810,12545203,0,T6,T16
10811,12545203,0,T6,T17
10812,12545203,10,T8,T16
10813,12545203,10,T8,T17
10814,7518029,7,T4,T29
10815,7518029,7,T5,T29
10816,7518029,7,T4,T30
10817,7518029,7,T5,T30
10818,7518029,7,T4,T31
10819,7518029,7,T5,T31
10820,7518029,7,T4,T32
10821,7518029,7,T5,T32
10822,7518029,7,T4,T33
10823,7518029,7,T5,T33
10824,7518029,7,T4,T34
10825,7518029,7,T5,T34
10826,7518029,7,T6,T35
10827,7518029,6,T18,T42
10828,7518029,7,T20,T42
10829,7518029,7,T10,T36
10830,7518029,7,T12,T36
10831,7518029,7,T10,T37
10832,7518029,7,T12,T37
10833,7518029,7,T10,T38
10834,7518029,7,T10,T39
10835,7518029,7,T12,T38
10836,7518029,7,T12,T39
10837,10839989,5,T39,T61
10838,10839989,5,T38,T61
10839,10839989,11,T8,T48
10840,10839989,8,T11,T50
10841,10839989,8,T12,T50
10842,10839989,8,T18,T51
10843,23153057,11,T3,T13
10844,23153057,11,T4,T14
10845,23153057,11,T5,T15
10846,23153057,11,T6,T16
10847,9452465,9,T1,T6
10848,9452465,9,T4,T13
10849,20427668,6,T7,T17
10850,23352980,8,T4,T24
10851,23352980,8,T5,T24
10852,23352980,8,T6,T24
10853,23352980,8,T1,T16
10854,23352980,8,T2,T16
10855,23352980,8,T3,T16
10856,17016511,6,T5,T21
10857,17016511,6,T5,T22
10858,17016511,6,T6,T21
10859,17016511,6,T6,T22
10860,23357976,12,T7,T11
10861,23357976,12,T7,T17
10862,23357976,12,T9,T11
10863,23357976,12,T9,T17
10864,10196703,11,T3,T6
10865,10196703,11,T3,T8
10866,18034539,5,T6,T13
10867,18034539,5,T6,T14
10868,18034539,0,T9,T17
10869,18034539,5,T9,T17
10870,15078100,8,T15,T24
10871,15078100,11,T8,T19
10872,15078100,11,T9,T19
10873,15078100,11,T10,T19
10874,15078100,8,T11,T21
10875,15078100,8,T7,T17
10876,10682715,4,T8,T22
10877,10682715,1,T8,T22
10878,10682715,4,T10,T23
10879,10682715,4,T10,T24
10880,23142425,11,T20,T27
10881,23142425,11,T23,T27
10882,23142425,11,T20,T32
10883,23142425,11,T23,T32
10884,23142425,11,T20,T33
10885,23142425,11,T23,T33
10886,23142425,11,T19,T27
10887,23142425,11,T19,T32
10888,23142425,11,T19,T33
10889,23142425,11,T21,T34
10890,23142425,11,T21,T35
10891,23142425,9,T4,T28
10892,23142425,9,T3,T28
10893,23142425,9,T5,T28
10894,23142425,9,T6,T28
10895,23142425,9,T8,T28
10896,23142425,9,T9,T28
10897,23142425,11,T7,T28
10898,15909120,4,T11,T22
10899,15909120,4,T12,T22
10900,23528299,8,T6,T10
10901,23528299,8,T5,T8
10902,23528299,8,T1,T9
10903,23528299,8,T2,T9
10904,23528299,8,T3,T9
10905,23223177,8,T3,T19
10906,23223177,6,T3,T20
10907,23223177,6,T3,T21
10908,23223177,6,T3,T22
10909,23223177,6,T3,T23
10910,23223177,0,T1,T7
10911,23223177,0,T1,T8
10912,11120594,1,T2,T11
10913,11120594,0,T1,T11
10914,11120594,0,T3,T13
10915,11120594,0,T4,T13
10916,11120594,6,T3,T14
10917,11120594,6,T4,T14
10918,11120594,6,T3,T15
10919,11120594,6,T4,T15
10920,11120594,6,T3,T16
10921,11120594,6,T3,T16
10922,13129658,5,T1,T5
10923,13129658,5,T1,T3
10924,14616353,7,T1,T7
10925,10381508,9,T15,T56
10926,10381508,9,T16,T56
10927,10381508,9,T15,T57
10928,10381508,9,T16,T57
10929,10381508,9,T10,T25
10930,10381508,9,T11,T25
10931,10381508,9,T10,T30
10932,10381508,9,T11,T30
10933,10381508,0,T4,T31
10934,10381508,0,T4,T32
10935,10381508,0,T5,T31
10936,10381508,0,T5,T32
10937,10381508,0,T12,T48
10938,10381508,0,T1,T18
10939,18506437,11,T12,T19
10940,18506437,11,T14,T20
10941,18506437,11,T14,T21
10942,18506437,11,T14,T22
10943,18506437,11,T14,T23
10944,18506437,11,T9,T16
10945,18506437,11,T9,T17
10946,18506437,11,T9,T18
10947,17498959,8,T6,T27
10948,17498959,8,T6,T28
10949,17498959,8,T2,T10
10950,17498959,8,T2,T11
10951,17498959,8,T4,T10
10952,17498959,8,T4,T11
10953,17498959,8,T3,T13
10954,17498959,8,T1,T8
10955,17498959,8,T1,T9
10956,9117115,4,T6,T16
10957,9117115,4,T3,T15
10958,9117115,5,T3,T15
10959,9117115,4,T4,T17
10960,9117115,5,T4,T17
10961,9117115,4,T5,T18
10962,9117115,1,T7,T18
10963,9117115,5,T2,T13
10964,9117115,4,T2,T13
10965,23274771,6,T6,T18
10966,10898598,0,T28,T50
10967,10898598,8,T1,T33
10968,10898598,8,T20,T33
10969,10898598,8,T26,T33
10970,10898598,8,T1,T36
10971,10898598,8,T20,T36
10972,10898598,8,T26,T36
10973,10898598,8,T23,T37
10974,10898598,8,T23,T38
10975,10898598,8,T24,T40
10976,10898598,8,T25,T41
10977,10898598,8,T2,T48
10978,10898598,8,T3,T30
10979,10898598,9,T5,T30
10980,10898598,5,T4,T30
10981,10898598,8,T7,T31
10982,10898598,9,T8,T31
10983,10898598,8,T15,T32
10984,10898598,8,T16,T32
10985,10898598,0,T18,T34
10986,10898598,9,T19,T35
10987,9587066,11,T7,T17
10988,9587066,11,T7,T16
10989,9587066,11,T10,T20
10990,9587066,11,T10,T21
10991,9587066,11,T10,T22
10992,9587066,11,T2,T11
10993,9587066,11,T2,T12
10994,9587066,11,T3,T14
10995,9587066,11,T3,T15
10996,23639738,11,T9,T17
10997,23639738,11,T9,T18
10998,23639738,11,T13,T17
10999,23639738,11,T13,T18
11000,17059881,5,T8,T12
11001,17059881,5,T6,T9
11002,17059881,5,T1,T11
11003,16384941,10,T3,T29
11004,16384941,10,T4,T29
11005,11406192,0,T30,T43
11006,11406192,0,T30,T44
11007,11406192,0,T1,T41
11008,11406192,0,T20,T41
11009,11406192,5,T8,T35
11010,11406192,5,T8,T37
11011,11406192,5,T17,T38
11012,11406192,0,T3,T32
11013,11406192,5,T4,T32
11014,11406192,5,T3,T32
11015,11406192,5,T14,T36
11016,11406192,0,T6,T33
11017,11406192,5,T7,T33
11018,11406192,5,T22,T40
11019,11406192,5,T10,T34
11020,11406192,5,T11,T34
11021,23142325,8,T7,T22
11022,23142325,8,T7,T23
11023,23142325,8,T19,T26
11024,11587223,8,T18,T25
11025,11587223,8,T12,T23
11026,11587223,11,T13,T24
11027,11587223,8,T14,T24
11028,11587223,8,T15,T24
11029,11587223,11,T6,T20
11030,10516958,5,T1,T40
11031,10516958,5,T1,T30
11032,10516958,5,T1,T31
11033,10516958,5,T1,T32
11034,10516958,1,T14,T35
11035,10516958,4,T21,T39
11036,10516958,1,T10,T33
11037,10516958,1,T13,T34
11038,10516958,4,T23,T39
11039,11369259,9,T6,T13
11040,11369259,9,T7,T13
11041,11369259,9,T10,T13
11042,11369259,9,T11,T13
11043,11369259,9,T12,T13
11044,11369259,9,T1,T13
11045,11369259,9,T2,T13
11046,11369259,9,T6,T14
11047,11369259,9,T7,T14
11048,11369259,9,T10,T14
11049,11369259,9,T11,T14
11050,11369259,9,T12,T14
11051,11369259,9,T1,T14
11052,11369259,9,T2,T14
11053,11369259,9,T8,T22
11054,11369259,9,T9,T22
11055,11426832,8,T7,T19
11056,11426832,8,T4,T19
11057,11426832,8,T5,T19
11058,11426832,8,T6,T19
11059,11426832,8,T4,T20
11060,11426832,8,T5,T20
11061,11426832,8,T6,T20
11062,11426832,8,T8,T21
11063,11426832,8,T9,T21
11064,11426832,8,T10,T21
11065,11426832,8,T11,T21
11066,11426832,8,T8,T22
11067,11426832,8,T9,T22
11068,11426832,8,T10,T22
11069,11426832,8,T11,T22
11070,11426832,8,T12,T23
11071,11426832,8,T12,T14
11072,11426832,8,T1,T15
11073,23601990,8,T9,T23
11074,23601990,8,T2,T10
11075,23601990,8,T2,T11
11076,23601990,8,T2,T12
11077,23601990,8,T2,T13
11078,23601990,8,T3,T14
11079,23601990,8,T4,T15
11080,23601990,8,T4,T16
11081,23601990,8,T4,T17
11082,23601990,8,T5,T21
11083,23601990,8,T6,T21
11084,23601990,8,T7,T21
11085,23589499,8,T13,T26
11086,23589499,8,T14,T26
11087,23589499,8,T2,T18
11088,23589499,8,T8,T24
11089,23589499,8,T9,T24
11090,23589499,8,T10,T25
11091,23589499,8,T11,T25
11092,23589499,5,T3,T16
11093,23589499,5,T4,T16
11094,23589499,5,T3,T17
11095,23589499,5,T4,T17
11096,23589499,8,T3,T16
11097,23589499,8,T3,T17
11098,23589499,8,T4,T16
11099,23589499,8,T4,T17
11100,23436267,8,T17,T29
11101,23436267,8,T1,T26
11102,23436267,8,T1,T27
11103,23436267,8,T2,T20
11104,23436267,8,T3,T21
11105,23436267,8,T3,T22
11106,23436267,8,T2,T28
11107,10939639,0,T12,T20
11108,10939639,8,T2,T14
11109,10939639,0,T9,T17
11110,10939639,0,T11,T19
11111,10666203,8,T1,T23
11112,22750078,8,T14,T30
11113,22750078,11,T8,T23
11114,22750078,11,T9,T23
11115,22750078,8,T10,T26
11116,22750078,8,T11,T26
11117,22750078,8,T12,T27
11118,22750078,8,T12,T28
11119,22750078,0,T13,T17
11120,22750078,0,T13,T18
11121,22750078,0,T13,T19
11122,22750078,0,T13,T20
11123,22750078,0,T13,T21
11124,22750078,0,T13,T22
11125,23602989,8,T22,T48
11126,23602989,8,T4,T37
11127,23602989,8,T23,T48
11128,23602989,1,T5,T38
11129,23602989,1,T6,T39
11130,11401111,6,T2,T18
11131,11401111,6,T2,T19
11132,11401111,6,T5,T22
11133,11401111,6,T5,T23
11134,16540317,5,T5,T11
11135,16540317,5,T2,T8
11136,16540317,5,T3,T8
11137,15646817,4,T25,T32
11138,15646817,8,T25,T34
11139,15646817,8,T22,T42
11140,15646817,8,T4,T35
11141,15646817,8,T5,T35
11142,15646817,8,T6,T35
11143,15646817,6,T12,T36
11144,15646817,5,T12,T36
11145,15646817,8,T17,T38
11146,15646817,6,T17,T39
11147,15646817,5,T17,T40
11148,15646817,4,T23,T41
11149,16599255,8,T3,T13
11150,16599255,11,T6,T15
11151,16599255,11,T6,T16
11152,16599255,11,T9,T11
11153,15577244,8,T3,T7
11154,15577244,8,T4,T7
11155,12950415,10,T8,T16
11156,12950415,10,T8,T17
11157,12950415,10,T8,T18
11158,12950415,8,T2,T15
11159,23340651,7,T11,T14
11160,23340651,7,T11,T15
11161,12183670,8,T1,T40
11162,12183670,8,T1,T41
11163,12183670,8,T30,T49
11164,12183670,8,T30,T50
11165,12183670,8,T17,T43
11166,12183670,8,T17,T44
11167,12183670,8,T18,T45
11168,15972446,8,T10,T26
11169,15972446,8,T3,T18
11170,15972446,8,T10,T27
11171,15972446,8,T10,T25
11172,15972446,8,T5,T21
11173,15972446,8,T5,T22
11174,15972446,8,T7,T11
11175,15972446,8,T7,T12
11176,15972446,8,T7,T13
11177,22634112,0,T4,T15
11178,22634112,0,T4,T16
11179,22634112,0,T4,T17
11180,22634112,11,T7,T18
11181,23165153,8,T6,T26
11182,23165153,7,T8,T29
11183,23165153,7,T8,T30
11184,23165153,11,T14,T39
11185,23165153,11,T15,T39
11186,23165153,11,T16,T39
11187,23165153,11,T14,T40
11188,23165153,11,T15,T40
11189,23165153,11,T16,T40
11190,16806905,8,T22,T29
11191,16806905,7,T18,T31
11192,16806905,7,T20,T33
11193,16806905,7,T20,T34
11194,16806905,7,T21,T33
11195,16806905,7,T21,T34
11196,11342438,9,T6,T45
11197,11342438,9,T7,T49
11198,11342438,9,T10,T55
11199,11342438,9,T1,T14
11200,11342438,9,T6,T43
11201,11342438,9,T7,T47
11202,11342438,9,T10,T53
11203,11342438,9,T1,T12
11204,23639192,0,T16,T28
11205,23639192,0,T16,T29
11206,23639192,0,T16,T31
11207,23639192,7,T13,T25
11208,23639192,4,T14,T26
11209,23639192,0,T3,T19
11210,23639192,0,T3,T21
11211,23639192,0,T3,T22
11212,23639192,0,T3,T20
11213,16964330,8,T7,T42
11214,23416065,8,T5,T23
11215,23416065,5,T3,T19
11216,23416065,5,T3,T20
11217,23416065,5,T4,T21
11218,23416065,5,T7,T22
11219,23416065,5,T8,T22
11220,23416065,5,T9,T24
11221,23416065,9,T10,T24
11222,23327691,4,T4,T11
11223,23327691,4,T5,T11
11224,23327691,4,T7,T11
11225,23327691,4,T4,T12
11226,23327691,4,T5,T12
11227,23327691,4,T7,T12
11228,23327691,4,T1,T13
11229,23327691,5,T1,T14
11230,8622623,1,T5,T35
11231,8622623,1,T6,T35
11232,8622623,1,T7,T35
11233,8622623,1,T8,T35
11234,8622623,1,T9,T35
11235,8622623,1,T10,T35
11236,8622623,1,T11,T35
11237,8622623,1,T12,T35
11238,8622623,1,T13,T35
11239,8622623,1,T14,T35
11240,8622623,1,T1,T30
11241,23044489,8,T1,T16
11242,23044489,4,T11,T18
11243,23044489,4,T12,T18
11244,8263811,5,T4,T36
11245,8263811,5,T5,T36
11246,8263811,5,T6,T36
11247,8263811,5,T7,T36
11248,8263811,5,T8,T36
11249,8263811,5,T13,T38
11250,8263811,5,T14,T38
11251,8263811,5,T15,T38
11252,8263811,5,T16,T38
11253,19531491,11,T4,T15
11254,19531491,10,T5,T15
11255,19531491,11,T4,T19
11256,19531491,10,T5,T19
11257,19531491,7,T7,T21
11258,19531491,8,T8,T22
11259,19531491,8,T9,T22
11260,19531491,5,T13,T24
11261,19531491,5,T13,T25
11262,19029287,5,T9,T40
11263,19029287,5,T8,T24
11264,19029287,5,T8,T21
11265,19029287,5,T8,T25
11266,19029287,5,T8,T28
11267,19029287,5,T1,T24
11268,19029287,5,T1,T21
11269,19029287,5,T1,T25
11270,19029287,5,T1,T28
11271,19029287,5,T7,T35
11272,19029287,5,T7,T36
11273,19029287,5,T7,T37
11274,19029287,5,T3,T14
11275,19029287,5,T3,T15
11276,19029287,5,T4,T16
11277,19029287,5,T5,T16
11278,23566514,8,T8,T12
11279,23566514,8,T8,T13
11280,17645691,0,T16,T26
11281,17645691,0,T17,T26
11282,17645691,11,T3,T22
11283,17645691,11,T3,T23
11284,17645691,7,T4,T22
11285,17645691,7,T4,T23
11286,21143836,5,T15,T32
11287,21143836,5,T9,T26
11288,21143836,5,T10,T26
11289,21143836,5,T11,T26
11290,21143836,0,T13,T28
11291,21143836,0,T12,T28
11292,21143836,0,T14,T28
11293,14737100,9,T3,T28
11294,14737100,8,T7,T48
11295,14737100,9,T3,T35
11296,14737100,8,T4,T32
11297,14737100,8,T4,T33
11298,14737100,8,T4,T34
11299,14737100,8,T4,T36
11300,14737100,8,T6,T37
11301,14737100,8,T6,T38
11302,14737100,8,T6,T39
11303,14737100,6,T6,T40
11304,14737100,6,T6,T41
11305,14737100,6,T6,T42
11306,14737100,8,T1,T43
11307,14737100,8,T1,T44
11308,16735460,9,T30,T45
11309,16735460,9,T30,T46
11310,16735460,9,T27,T36
11311,16735460,9,T27,T37
11312,16735460,9,T10,T38
11313,16735460,9,T11,T38
11314,16735460,9,T12,T38
11315,16735460,9,T13,T38
11316,16735460,9,T14,T38
11317,16735460,9,T15,T38
11318,16735460,9,T16,T38
11319,16735460,9,T17,T38
11320,16735460,9,T18,T38
11321,16735460,9,T19,T38
11322,16735460,9,T20,T38
11323,16735460,9,T24,T40
11324,16735460,9,T25,T40
11325,16735460,9,T24,T41
11326,16735460,9,T25,T41
11327,16735460,11,T23,T39
11328,16735460,9,T26,T42
11329,16735460,11,T29,T43
11330,16735460,11,T29,T44
11331,16735460,11,T6,T32
11332,16735460,11,T6,T33
11333,16735460,11,T6,T34
11334,16735460,11,T6,T35
11335,23122161,8,T11,T30
11336,23122161,8,T11,T31
11337,23122161,8,T12,T30
11338,23122161,8,T12,T31
11339,23122161,6,T11,T13
11340,23122161,6,T11,T14
11341,23122161,6,T12,T13
11342,23122161,6,T12,T14
11343,23122161,8,T2,T17
11344,23122161,8,T2,T18
11345,23122161,6,T2,T19
11346,23122161,6,T2,T20
11347,23265491,7,T5,T12
11348,23265491,7,T5,T13
11349,17333137,8,T7,T19
11350,17333137,11,T5,T17
11351,10577279,0,T3,T9
11352,8842678,8,T17,T44
11353,8842678,8,T18,T44
11354,8842678,8,T19,T44
11355,8842678,8,T20,T44
11356,8842678,8,T21,T44
11357,8842678,8,T22,T44
11358,8842678,8,T23,T44
11359,8842678,8,T1,T45
11360,8842678,8,T2,T45
11361,8842678,8,T3,T45
11362,8842678,8,T4,T45
11363,8842678,8,T5,T45
11364,8842678,8,T6,T45
11365,8842678,8,T7,T45
11366,8827452,9,T5,T29
11367,8827452,9,T7,T32
11368,8827452,9,T8,T32
11369,8827452,9,T2,T14
11370,8827452,9,T2,T13
11371,8827452,9,T2,T12
11372,8827452,9,T2,T11
11373,8827452,9,T4,T21
11374,8827452,9,T4,T15
11375,8827452,9,T4,T16
11376,8827452,9,T4,T17
11377,8827452,9,T4,T18
11378,8827452,9,T4,T19
11379,8827452,9,T4,T20
11380,23604717,8,T25,T39
11381,23604717,8,T25,T40
11382,23604717,6,T15,T32
11383,23604717,6,T15,T33
11384,23604717,7,T16,T32
11385,23604717,7,T16,T33
11386,23604717,0,T19,T34
11387,23604717,8,T18,T34
11388,23604717,0,T19,T37
11389,23604717,8,T18,T37
11390,23604717,0,T22,T38
11391,23604717,8,T21,T38
11392,23604717,6,T23,T26
11393,23604717,6,T23,T27
11394,23604717,6,T23,T28
11395,23604717,10,T1,T26
11396,23303191,11,T24,T43
11397,23303191,11,T25,T43
11398,23303191,11,T24,T44
11399,23303191,11,T25,T44
11400,23303191,11,T11,T37
11401,23303191,11,T11,T41
11402,23303191,11,T12,T37
11403,23303191,11,T12,T41
11404,23303191,11,T15,T37
11405,23303191,11,T15,T41
11406,23303191,11,T16,T37
11407,23303191,11,T16,T41
11408,23303191,11,T17,T36
11409,23303191,11,T18,T36
11410,23303191,11,T19,T36
11411,23303191,11,T20,T38
11412,23303191,11,T22,T40
11413,23303191,11,T23,T40
11414,23303191,11,T5,T28
11415,23303191,11,T5,T29
11416,23303191,11,T6,T28
11417,23303191,11,T6,T29
11418,23303191,11,T3,T26
11419,23303191,11,T4,T26
11420,23303191,11,T7,T30
11421,23303191,11,T8,T30
11422,23303191,11,T9,T30
11423,23303191,11,T10,T30
11424,23303191,11,T13,T31
11425,23303191,11,T14,T31
11426,11006272,9,T22,T35
11427,11006272,9,T22,T36
11428,11006272,5,T27,T39
11429,11006272,4,T8,T29
11430,11006272,4,T9,T29
11431,11006272,4,T10,T29
11432,11006272,5,T10,T30
11433,11006272,5,T8,T30
11434,11006272,5,T9,T30
11435,10929089,8,T7,T35
11436,10929089,8,T7,T36
11437,10929089,8,T8,T37
11438,10929089,8,T9,T38
11439,23494944,8,T9,T18
11440,23494944,8,T9,T19
11441,23494944,8,T9,T20
11442,23494944,8,T9,T21
11443,23494944,8,T11,T13
11444,23494944,8,T11,T14
11445,23494944,8,T11,T15
11446,16627864,1,T15,T37
11447,16627864,1,T20,T44
11448,16627864,4,T23,T45
11449,16627864,8,T26,T46
11450,16627864,8,T27,T46
11451,16627864,8,T28,T46
11452,16627864,8,T31,T46
11453,16627864,8,T32,T46
11454,16627864,8,T5,T36
11455,16627864,8,T6,T36
11456,16627864,10,T17,T41
11457,10681601,11,T4,T17
11458,10681601,10,T5,T17
11459,10681601,10,T8,T11
11460,10681601,11,T9,T11
11461,10353334,11,T11,T14
11462,10353334,10,T2,T15
11463,10353334,10,T2,T16
11464,10353334,10,T2,T17
11465,10353334,10,T2,T18
11466,10353334,10,T3,T15
11467,10353334,10,T3,T16
11468,10353334,10,T3,T17
11469,10353334,10,T3,T18
11470,10567921,9,T14,T40
11471,10567921,9,T14,T46
11472,10567921,9,T17,T40
11473,10567921,9,T17,T46
11474,10567921,9,T17,T27
11475,7513381,4,T4,T57
11476,7513381,4,T6,T57
11477,7513381,4,T11,T57
11478,7513381,4,T18,T57
11479,7513381,4,T20,T57
11480,7513381,4,T21,T57
11481,7513381,4,T22,T57
11482,7513381,4,T23,T57
11483,7513381,4,T24,T57
11484,7513381,4,T25,T57
11485,7513381,4,T26,T57
11486,7513381,4,T27,T57
11487,7513381,4,T28,T57
11488,7513381,4,T29,T57
11489,7513381,4,T30,T57
11490,7513381,4,T31,T57
11491,7513381,4,T2,T53
11492,7513381,4,T3,T53
11493,15002740,8,T17,T24
11494,15002740,8,T8,T21
11495,15002740,5,T10,T22
11496,15002740,5,T7,T21
11497,15002740,5,T13,T23
11498,15002740,5,T14,T23
11499,15002740,5,T15,T19
11500,15002740,5,T16,T19
11501,9374794,8,T13,T22
11502,9374794,8,T7,T17
11503,9374794,8,T8,T19
11504,9374794,8,T10,T20
11505,9374794,6,T11,T21
11506,9374794,8,T3,T14
11507,23296904,0,T21,T41
11508,23296904,8,T5,T39
11509,23578608,6,T5,T26
11510,23578608,6,T6,T26
11511,23578608,7,T15,T28
11512,23578608,7,T16,T28
11513,23578608,7,T15,T29
11514,23578608,7,T16,T29
11515,23578608,7,T15,T30
11516,23578608,7,T16,T30
11517,23578608,7,T15,T31
11518,23578608,7,T16,T31
11519,23578608,0,T20,T24
11520,23578608,0,T20,T25
11521,16921342,11,T13,T14
11522,16921342,11,T13,T15
11523,16921342,10,T1,T14
11524,16921342,10,T1,T15
11525,16921342,10,T2,T14
11526,16921342,10,T2,T15
11527,16921342,10,T3,T14
11528,16921342,10,T3,T15
11529,16921342,11,T10,T14
11530,16921342,11,T10,T15
11531,17184764,10,T5,T22
11532,17184764,10,T6,T22
11533,17184764,10,T5,T28
11534,17184764,10,T6,T28
11535,17184764,7,T7,T23
11536,17184764,7,T7,T24
11537,16651698,8,T2,T8
11538,16651698,8,T2,T12
11539,16651698,7,T5,T13
11540,16651698,7,T5,T14
11541,23132743,5,T4,T19
11542,23623843,7,T9,T15
11543,23623843,7,T9,T16
11544,23415904,12,T31,T42
11545,23415904,11,T2,T32
11546,23415904,11,T2,T36
11547,23415904,11,T2,T38
11548,23415904,11,T24,T40
11549,23415904,10,T25,T40
11550,23415904,11,T3,T33
11551,23415904,10,T10,T34
11552,23415904,11,T11,T34
11553,23415904,11,T12,T34
11554,23415904,10,T28,T41
11555,23415904,10,T27,T41
11556,23415904,11,T26,T41
11557,15252033,5,T7,T27
11558,15252033,5,T7,T28
11559,15252033,5,T8,T29
11560,11309248,8,T16,T29
11561,11309248,8,T17,T29
11562,11309248,8,T16,T30
11563,11309248,8,T17,T30
11564,11309248,6,T22,T35
11565,11309248,6,T23,T35
11566,11309248,6,T22,T36
11567,11309248,6,T23,T36
11568,11309248,11,T18,T29
11569,11309248,11,T18,T30
11570,11309248,10,T19,T29
11571,11309248,10,T19,T30
11572,21413019,10,T17,T20
11573,21413019,10,T17,T21
11574,21413019,10,T5,T22
11575,21413019,10,T5,T24
11576,23063874,7,T22,T37
11577,23197773,1,T22,T47
11578,23197773,1,T23,T47
11579,23197773,1,T24,T47
11580,23197773,4,T31,T49
11581,23197773,1,T25,T47
11582,23197773,1,T26,T47
11583,23197773,1,T27,T47
11584,23197773,1,T28,T47
11585,23197773,1,T29,T47
